Work Item Type,Requesting Dept/Agency,Received,Support Team,Category,Q1 - Courtesy,Q2 - Technical,Q3 - Timeliness,Q4 - Quality,Q5 - Overall
Service Request,Auditor-Controller-Treasurer-Tax Collector,6/12/2015,The ISD Application Services Team,General Business Software,5,5,5,5,5
Service Request,Health Services,6/12/2015,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Permit & Resource Management,6/10/2015,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,District Attorney,6/5/2015,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Board of Supervisors,6/5/2015,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Service Request,Health Services,6/5/2015,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,Agricultural Commissioner,6/4/2015,The ISD Service Desk,General Business Software,5,5,5,5,5
Incident,County Administrator's Office,6/2/2015,The ISD Desktop Support Team,General Business Software,5,4,4,4,4
Incident,Human Resources,6/1/2015,The ISD Service Desk,General Business Software,5,5,5,5,5
Service Request,Information Systems,5/29/2015,The ISD Application Services Team,General Business Software,5,5,5,5,5
Service Request,Information Systems,5/29/2015,The ISD Desktop Support Team,General Business Software,5,5,5,5,5
Incident,General Services,3/14/2016,The ISD Service Desk,Hyperion,5,5,5,5,5
Service Request,Sheriff's Office,12/11/2015,The ISD Service Desk,Hyperion,5,5,5,5,5
Incident,Probation,9/10/2015,The ISD Desktop Support Team,Imaging Device,5,5,5,5,5
Incident,Information Systems,7/2/2015,The ISD Desktop Support Team,Imaging Device,5,5,5,5,5
Service Request,Community Development Commission,2/12/2016,The ISD Service Desk,Inkjet Printer,5,5,5,5,5
Service Request,Information Systems,11/6/2015,The ISD Datacenter Operations Team,iSCSI SAN,5,5,5,5,5
Service Request,Community Development Commission,8/7/2015,The ISD Datacenter Operations Team,iSCSI SAN,5,5,5,5,5
Service Request,Health Services,8/26/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Sheriff Detention,8/19/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Sheriff Detention,8/19/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Sheriff Law Enforcement,8/19/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,,8/12/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,County Administrator,8/5/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Board of Supervisors,8/5/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Human Resources,7/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,7/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,7/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,7/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Detention,7/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Detention,7/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Telecommunication,7/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,7/22/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Economic Development Board,7/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Child Support,7/22/2016,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,,7/22/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,General Services,7/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,7/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,7/15/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,7/15/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,7/15/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,7/15/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,7/15/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,General Services,7/15/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Human Resources,7/15/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,7/15/2016,The ISD Network Infrastructure Team,IT Management Software,5,5,5,5,5
Service Request,Information Systems,7/15/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Open Space,7/8/2016,The ISD Geographic Information System Team,IT Management Software,5,5,5,5,5
Service Request,Sheriff Law Enforcement,7/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,7/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,7/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Regional Parks,7/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,7/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Permit and Resource Management,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Permit and Resource Management,7/1/2016,The ISD Service Desk,IT Management Software,5,5,4,5,5
Service Request,Board of Supervisors,7/1/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,General Services,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Public Defender,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Fair Grounds,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,7/1/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,CDC,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,General Services,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Law Enforcement,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,District Attorney,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,District Attorney,7/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Law Enforcement,6/24/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Sheriff Detention,6/24/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Sheriff Detention,6/24/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,SCTA,6/24/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Fair Grounds,6/24/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/24/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/24/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,6/24/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,6/24/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Child Support,6/24/2016,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,County Counsel,6/24/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Permit and Resource Management,6/24/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/20/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/17/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/17/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/17/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,6/17/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Sheriff Detention,6/17/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,District Attorney,6/17/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,6/17/2016,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/17/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Law Enforcement,6/17/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,County Counsel,6/17/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,6/17/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Public Defender,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Law Enforcement,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,District Attorney,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/10/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,6/10/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Department of Agricultural,6/3/2016,The ISD Network Infrastructure Team,IT Management Software,5,5,5,5,5
Service Request,Probation,6/3/2016,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/3/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/3/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/3/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/3/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,6/3/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,6/3/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,6/3/2016,The ISD Network Infrastructure Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/3/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,6/3/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Child Support,5/27/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Admin,5/27/2016,The ISD Network Infrastructure Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,5/27/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,5/27/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,5/27/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,5/27/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Permit and Resource Management,5/27/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Economic Development Board,5/27/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,5/27/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,5/27/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,5/27/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,General Services,5/27/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,5/27/2016,The ISD Network Infrastructure Team,IT Management Software,5,5,5,5,5
Service Request,Probation,5/20/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,General Services,5/20/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,General Services,5/20/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Detention,5/20/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,5/20/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,5/20/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Law Enforcement,5/20/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,District Attorney,5/20/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Human Resources,5/13/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Agricultural Commissioner,5/13/2016,The ISD Network Infrastructure Team,IT Management Software,5,5,3,5,4
Service Request,Auditor Controller Treasurer Tax Collector,5/13/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,5/13/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,5/13/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,5/13/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,5/13/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,5/13/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Detention,5/13/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Law Enforcement,5/13/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Grand Jury,5/13/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,5/13/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,5/13/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,District Attorney,5/13/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,5/6/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Detention,5/6/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,5/6/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,5/6/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Detention,5/6/2016,The ISD Service Desk,IT Management Software,5,4,5,5,5
Service Request,Sheriff Admin,5/6/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,General Services,5/6/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,5/6/2016,The ISD Service Desk,IT Management Software,5,5,4,5,5
Service Request,General Services,5/6/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Open Space,4/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Fair Grounds,4/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Law Enforcement,4/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Permit and Resource Management,4/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Permit and Resource Management,4/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,4/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,4/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,4/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Open Space,4/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,4/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Regional Parks,4/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,4/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff Detention,4/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,CDC,4/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,4/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,4/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,District Attorney,4/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Fair Grounds,4/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Auditor Controller Treasurer Tax Collector,4/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Fire & Emergency Services,4/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,4/22/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Incident,Health Services,4/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Public Defender,4/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,County Counsel,4/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,County Administrator's Office,4/1/2016,The ISD Service Desk,IT Management Software,5,5,5,4,5
Service Request,Regional Parks,4/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Clerk-Recorder-Assessor-Registrar of Voters,4/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,District Attorney,4/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Agricultural Commissioner,4/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,4/1/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,3/25/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,3/25/2016,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,Sonoma County Employees Retirement Association,3/25/2016,The ISD Network Infrastructure Team,IT Management Software,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,3/25/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Board of Supervisors,3/25/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Human Resources,3/25/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Incident,Board of Supervisors,3/25/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,3/18/2016,The ISD Network Infrastructure Team,IT Management Software,5,5,5,5,5
Service Request,Public Defender,3/18/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,3/18/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,3/18/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Fairgrounds,3/18/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,General Services,3/18/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Incident,Auditor-Controller-Treasurer-Tax Collector,3/16/2016,The ISD Desktop Support Team,IT Management Software,5,3,5,5,5
Service Request,Health Services,3/11/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,3/11/2016,The ISD Network Infrastructure Team,IT Management Software,5,4,4,4,5
Service Request,Sheriff's Office,3/11/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,3/11/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,3/11/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,3/6/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Permit & Resource Management,3/4/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,County Counsel,3/4/2016,The ISD Application Services Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,3/4/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,General Services,3/4/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Incident,District Attorney,3/3/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Incident,Information Systems,2/29/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Human Resources,2/26/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Transportation & Public Works,2/26/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,UC Cooperative Extension,2/26/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,2/26/2016,The ISD Desktop Support Team,IT Management Software,5,4,5,5,4
Service Request,Community Development Commission,2/26/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,District Attorney,2/26/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,2/26/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,2/26/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,2/26/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,2/26/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Agricultural Commissioner,2/19/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Regional Parks,2/19/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Community Development Commission,2/19/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,2/19/2016,The ISD Service Desk,IT Management Software,5,,,,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,2/19/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Human Resources,2/19/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,County Counsel,2/19/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,2/19/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,2/19/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,2/19/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,General Services,2/12/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,2/12/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,2/12/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,2/12/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Open Space District,2/12/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Incident,Auditor-Controller-Treasurer-Tax Collector,2/11/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Probation,2/5/2016,The ISD Network Infrastructure Team,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,2/5/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,2/5/2016,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,2/5/2016,The ISD Network Infrastructure Team,IT Management Software,5,5,5,5,5
Service Request,Agricultural Commissioner,2/5/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Public Defender,2/5/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,2/5/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,2/5/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Incident,Sheriff's Office,2/2/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Fairgrounds,1/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,1/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,1/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Information Systems,1/29/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Information Systems,1/29/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,1/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,1/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Agricultural Commissioner,1/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Permit & Resource Management,1/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,County Administrator's Office,1/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Regional Parks,1/29/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,1/29/2016,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,1/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,1/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,1/22/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Permit & Resource Management,1/22/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Probation,1/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,1/22/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Probation,1/22/2016,The ISD Integrated Justice System Team,IT Management Software,5,5,5,5,5
Service Request,Sonoma County Employees Retirement Association,1/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,General Services,1/22/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,1/15/2016,The ISD Datacenter Operations Team,IT Management Software,5,5,5,5,5
Service Request,Permit & Resource Management,1/15/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Permit & Resource Management,1/15/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,District Attorney,1/15/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Sheriff's Office,1/15/2016,The ISD Desktop Support Team,IT Management Software,5,5,5,5,5
Service Request,Health Services,1/15/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Health Services,1/15/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Incident,Health Services,1/13/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Human Resources,1/11/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,1/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Auditor-Controller-Treasurer-Tax Collector,1/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Board of Supervisors,1/8/2016,The ISD Service Desk,IT Management Software,5,5,5,5,5
Service Request,Probation,1/8/2016,The ISD Network Infrastructure Team,IT Management Software,5,5,5,5,5
